AudioPath,Label
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b02Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b03La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b03Tb.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b03Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b09Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b09Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b09Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b10Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b10Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\10b10Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a01Aa.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a01Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a01Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a01Nd.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a01Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Tc.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a02Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a04Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a04Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a04Nd.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a04Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a05Wd.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a07Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a07Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a07Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11a07Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Eb.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b01Wd.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b02Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b02Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b02Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b02Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b02Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b03Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b09Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Ae.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\11b10Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a01Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a01Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a01Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a01Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a02Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a02Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a02Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a02Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a02Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a04Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a05Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a05Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a05Nd.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a05Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a05Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a07Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a07La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12a07Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b01Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b01Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Ea.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b02Wd.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b03La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b03Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b09Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b09Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b09Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b10Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b10Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\12b10Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Ea.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a01Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Ad.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Fa.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a02Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a04Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a04Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a04Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a04Ta.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a04Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Aa.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Ea.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Tc.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a05Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a07Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a07Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a07Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a07Tc.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13a07Wb.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Ld.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b01Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b02Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b02Lc.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b02Nb.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b02Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Ed.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Lb.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Td.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b03Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Fb.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Fc.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b09Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10Ec.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10Fa.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\13b10Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Aa.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Ac.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Ea.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Na.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a01Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Ab.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Ea.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Fd.wav,happy
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02La.wav,boredom
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Nc.wav,neutral
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Tb.wav,sad
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Wa.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a02Wc.wav,anger
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a04Aa.wav,fear
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a04Ed.wav,disgust
C:/Users/KRISHNA/Desktop/SHWETA/SpringSummer 2024/Software Engineering/Project/Datasets/EmoDB\14a04Lb.wav,boredom
